user_id,username,name,sex,address,mail,birthdate,country,job,phone_number,date
J568470358,nshi,郭怡如,M,489 台北新北投街19號9樓,duguiying@yahoo.com,2011-01-29,貝南,傳銷人員,0953-908082,2005-10-09
Z282382925,zhoujun,徐雅筑,F,27646 蘆洲縣蘆洲路27號2樓,jieyin@yahoo.com,1953-08-31,幾內亞,電機裝修工,070 94718796,1971-04-08
A218843043,luoping,楊雅萍,M,14510 高雄淡水路19號2樓,tanchao@yahoo.com,1972-09-06,斯洛伐克,資料輸入人員,(07) 73982029,2002-08-08
Y046583510,fanping,何雅文,M,679 太保縣新生街747號2樓,xtao@gmail.com,1927-07-11,柬埔寨,教育訓練人員,04-85323666,1985-06-04
C538435261,jing25,任雅惠,M,299 關山縣永寧巷26號之6,xiulan89@hotmail.com,2000-11-29,墨西哥,運輸交通專業人員,00-89659291,2001-02-18
K911943709,jinglu,歐陽靜宜,M,57651 朴子縣博愛街5段108號之3,hangang@hotmail.com,1917-09-23,斐濟,品管／品保工程師,0938-288910,1987-02-15
F558963233,ming99,劉雅慧,F,59003 竹田縣大智路429號之4,juanshen@hotmail.com,1939-08-23,愛爾蘭,美髮工作者,080 92475683,1990-12-12
D207123509,xwang,傅志宏,F,96124 北港縣永和街27號0樓,gangwu@yahoo.com,1958-09-10,安圭拉,客戶服務人員,04-1250264,1978-08-14
W060037245,xia23,陳宜庭,F,949 新營平和街529號3樓,chaoyan@yahoo.com,1964-09-18,尚比亞,FAE工程師,08 6400213,1997-09-17
M715063277,leiliang,王家瑋,M,84804 新竹民治巷21號之1,gang47@hotmail.com,1939-05-04,阿曼,SMT工程師,0985-391673,2012-06-18
X785145347,longlei,丁婉婷,F,35914 竹田市北投街70號2樓,jing79@hotmail.com,1969-07-06,亞美尼亞,類比IC設計工程師,0907-567122,1994-12-09
Y382037427,atao,覃惠雯,F,31373 連江市萬隆路60號之5,nacao@hotmail.com,1930-05-25,委內瑞拉,國外業務主管,03-5409256,1976-01-16
X034777714,weizhong,胡宗翰,M,44594 卑南市文化巷171號4樓,na56@yahoo.com,1947-09-05,聖克里斯多福及尼維斯,CAD／CAM工程師,083 28621774,1974-06-28
U993613829,luojie,張郁婷,F,154 北斗東湖巷945號1樓,xiulan09@hotmail.com,1964-03-05,衣索匹亞,社會／人類學研究人員,02-7880084,1984-07-24
G164398880,sfan,白婷婷,M,323 鳳山縣公園巷467號之4,na92@hotmail.com,1959-02-20,亞美尼亞,律師,01 9083542,2011-04-20
K325707947,lei90,薛冠宇,M,278 苗栗和平街4號4樓,ltan@gmail.com,2013-09-10,義大利,主管特別助理,063 83995895,1998-02-27
S394624916,eyuan,孟佩君,M,160 北竿大仁巷1號之0,na40@yahoo.com,1915-07-27,多哥,一般動物飼育工作者,09 8751899,1970-03-10
G943469068,juanjiang,孫家瑜,F,80344 永和和平巷7號5樓,fqian@hotmail.com,2019-05-20,紐西蘭,都市／交通規劃人員,0992-477933,1994-09-11
S244267736,dyao,李怡萱,F,92117 蘆洲平和路877號4樓,leilai@yahoo.com,2008-08-31,葡萄牙,運動教練,06-9645463,2006-06-16
Q321978366,guiyingzhang,安志豪,F,95235 斗六縣中華路6號7樓,zwang@gmail.com,1993-01-30,卡達,汽車／機車技術維修人員,019 86960709,1997-09-05
F536211056,yang92,劉淑慧,F,47928 馬公市新生路282號9樓,sxia@yahoo.com,1941-11-08,馬其頓,西點／蛋糕師,0984705253,2009-10-14
P093313946,glong,吳怡伶,M,191 桃園縣自由巷28號之8,wei46@hotmail.com,1926-02-05,奧地利,內業工程師,0910-104156,2007-01-11
O197761102,xia73,王郁婷,F,56483 北斗莒光巷58號8樓,minshen@gmail.com,1967-08-11,阿爾及利亞,LCD製程工程師,(00) 17801366,2006-08-22
L898096477,qingang,胡家銘,M,16221 南投民生巷7號之2,pengyong@gmail.com,1993-07-28,瑞典,廣告文案／企劃,00-59660968,1992-12-30
D398533818,jieqiu,高雅文,F,44167 員林象山路4段68號之4,cchang@yahoo.com,2020-02-23,突尼西亞,MIS／網管主管,02-7969620,2002-04-14
F665108543,chaozou,包中山,F,10587 平鎮仁愛路570號2樓,qgu@yahoo.com,1944-07-04,伊拉克,法務助理,0955539337,1987-06-06
S563920754,yuanwei,李佩珊,F,24240 屏東縣育英路9號之8,mdong@hotmail.com,1945-10-13,印尼,國外業務主管,02-4892041,1972-08-31
D180225750,matao,尹冠廷,F,66636 彰化仁愛路2段5號之6,dsun@gmail.com,1974-10-12,丹麥,放射性設備使用技術員,07 7516935,2008-06-14
B699840739,juanchang,王柏翰,M,360 北竿縣中華巷19號0樓,bli@gmail.com,1949-03-11,茅利塔尼亞,產品事業處主管,061 24692059,1996-07-08
E024966406,bqin,吳志偉,F,856 大里市中山巷8段448號之9,yangtan@yahoo.com,1980-03-16,塞席爾,客戶服務主管,(03) 13187452,2021-01-08
F215891394,junyan,張怡萱,F,157 蘆洲縣民治街247號之6,yongyu@yahoo.com,1952-01-27,蒲隆地,一般動物飼育工作者,(00) 88654112,1989-08-22
E287797333,na23,蔣郁雯,F,282 新竹縣象山街2段800號9樓,xiuying06@gmail.com,2008-11-18,阿路巴,總機人員,0905-016755,1971-08-07
Z888027787,pingren,李宜庭,F,750 花蓮市自由街6號4樓,xiemin@yahoo.com,1991-12-23,加彭,調酒師／吧台人員,0979-727678,1998-06-16
L930304844,czhang,張俊宏,M,798 阿里山石牌巷294號之5,yong94@gmail.com,1916-07-08,安哥拉,空調冷凍技術人員,(02) 33963008,1987-01-28
H916151050,yongpan,趙欣怡,F,84042 褒忠縣新店街20號6樓,gang12@gmail.com,1930-11-04,千里達及托貝哥,會計師,0915-085908,1998-07-09
H037968429,weicheng,谷傑克,F,307 新竹中興巷30號之1,yongfeng@hotmail.com,2010-12-02,英國,車床人員,06-29094291,1992-03-19
U638673724,jing61,韋家瑜,F,25290 基隆市平和巷6號之5,li65@hotmail.com,1921-02-24,剛果共和國,大貨車司機,055 80084880,1973-08-12
M195258577,utian,王怡安,M,83304 中和古亭巷2號之5,jieyang@hotmail.com,1999-07-23,西班牙,泥水工,01-83716841,1998-04-25
Z507014457,fengtao,林靜怡,M,796 新營民權巷94號之3,xiejun@gmail.com,2004-08-28,約旦,品管／品保主管,00-5262540,1992-11-20
M816316773,dongli,李怡伶,M,306 金門縣民治路972號2樓,caichao@hotmail.com,1981-01-09,肯亞,媒體公關／宣傳採買,08 6935929,1973-11-05
I496820378,jingfang,劉雅筑,F,33746 台南市和平巷6段1號之3,shiyan@gmail.com,1906-01-18,宏都拉斯,日文翻譯／口譯人員,0981756682,2017-02-14
T245654835,jie89,李心怡,F,39407 草屯市光華巷6段299號之6,bhe@gmail.com,1929-11-14,馬爾地夫,物理研究員,04-3348654,2015-08-14
B860507270,rpeng,胡志宏,F,23136 北竿縣動物園路8號之7,zhongyan@gmail.com,1967-03-21,納米比亞,翻譯／口譯人員,05 2615379,1975-04-12
D533914476,renxiuying,魏俊傑,F,740 卑南光明路8段43號2樓,sguo@yahoo.com,1951-09-01,波蘭,作曲家,07 8018309,1980-01-04
Z360864223,na50,張庭瑋,M,29803 桃園市雙連街7號之7,igao@yahoo.com,1961-05-23,冰島,寵物美容專業人員,(01) 96811864,1983-04-29
A096754143,jun63,杜佳玲,M,676 雲林市小碧潭路31號5樓,xiexiulan@gmail.com,1913-03-21,克羅埃西亞,法務／智財主管,(06) 28796136,1999-12-17
V388697376,xiuying67,李家豪,M,546 彰化雙連巷6號之1,xiulansong@yahoo.com,1985-09-23,千里達及托貝哥,律師,0971-334036,2016-12-25
D341694578,xiulan89,武淑貞,M,118 雲林市迴龍巷477號2樓,ctan@hotmail.com,2012-01-06,比利時,圖書資料管理人員,(02) 15636734,2012-11-25
K537650135,yzou,王怡伶,F,47681 關山西門路2號2樓,slu@hotmail.com,1967-11-30,加拿大,教育訓練人員,0963-449968,2016-12-31
Q639926149,minyao,王龍,F,61837 馬公自由路725號2樓,xiuyingguo@hotmail.com,1920-09-05,獅子山,復建技術師,020 12793969,2009-08-16
V467601473,yanxiao,王郁雯,F,773 褒忠縣三民路35號之1,zhanglei@yahoo.com,1961-09-20,突尼西亞,地質與地球科學研究員,04-13703211,1977-02-02
L930485245,mojun,胡淑貞,M,537 太平國凱八德街356號1樓,lmeng@gmail.com,1925-11-15,納米比亞,生產技術／製程工程師,06-1239589,1977-12-09
R333009501,pengxiulan,張美琪,M,41950 蘆洲天母巷929號2樓,zengchao@gmail.com,1970-04-10,剛果,泥水小工,(01) 96816805,1972-12-20
V278152671,hwu,花惠如,F,11766 台中縣文昌路843號之6,pingjin@gmail.com,1987-03-28,伊拉克,機械裝配員,04 8218909,2010-06-06
U465025418,ping19,馮嘉玲,F,986 金門民享街4段310號8樓,taoqiao@yahoo.com,2017-03-01,希臘,農藝作物栽培工作者,0902168316,2004-05-13
A110940361,mqiao,楊家銘,M,84393 連江市龍山寺街95號1樓,xiuying64@gmail.com,1941-02-07,維德角島,紡織工務,038 67562343,2017-02-10
Z019472231,juanzhang,文琬婷,M,63991 蘆竹延平街6段354號5樓,nakong@yahoo.com,1957-11-20,馬其頓,廠務助理,03 6372833,2020-05-01
I679288155,jie44,李庭瑋,F,69989 彰化市忠義路468號8樓,xiulan16@yahoo.com,1970-04-17,馬其頓,語文補習班老師,037 37554758,2001-06-18
U985874078,xieyan,陳建宏,M,244 朴子市大勇巷6段9號9樓,jianglei@yahoo.com,1994-12-03,英國,聲學／噪音工程師,0926-509007,1979-08-04
E002845187,yan75,李俊賢,F,579 頭份市府中巷93號4樓,jingdeng@gmail.com,1981-09-05,以色列,採購助理,01-9356727,1982-05-14
Q005975186,yong94,李欣怡,M,73833 鳳山文昌街9段188號之3,jieyao@gmail.com,1909-05-28,美國,機電技師／工程師,01-58374366,2007-05-07
M719320224,juan41,宋詩婷,M,30085 大里長安路95號之8,lichang@yahoo.com,1941-10-26,茅利塔尼亞,產品行銷人員,0904-295065,1990-05-03
Z191644758,xiongming,劉家銘,F,238 員林縣關渡巷28號0樓,junlong@yahoo.com,1907-04-04,加彭,稽核人員,0950-012585,1999-02-09
L336364692,xfan,陶佳穎,F,77396 太保縣福安巷79號之8,dxue@gmail.com,1984-12-13,紐西蘭,商業設計,02-94884471,1976-04-17
K069335643,daijie,葉懿,F,453 屏東縣育英巷111號0樓,yan83@yahoo.com,2012-08-14,多明尼加,導播,00-5315923,1982-06-22
Z269204946,kangna,趙詩婷,F,358 北斗縣新北投街6號之8,juancui@gmail.com,1917-11-06,阿曼,電信及電力線路架設工,03-91688970,1983-03-14
F244412039,duna,管沖,M,406 蘆洲市新生路64號0樓,na82@gmail.com,1939-02-03,馬其頓,導播,062 10686637,1998-12-22
T161221181,na86,劉中山,M,484 新北建國街9號之8,ashen@hotmail.com,1994-07-06,巴林,駐校代表,03-3919000,2011-04-05
V783263060,pingyao,方怡如,M,335 鳳山市自立巷7段19號之3,zhengtao@yahoo.com,2008-10-26,幾內亞,呼吸治療師,02-6327050,1985-05-05
I563312219,kongjun,臧飛,M,553 豐原民族巷6號4樓,mxie@yahoo.com,1953-11-21,哥倫比亞,翻譯／口譯人員,(02) 29223506,2020-02-25
F060058011,zhufang,王怡萱,F,43755 馬公縣廣慈巷760號5樓,jing11@hotmail.com,1964-07-29,中非共和國,勞工安全衛生管理人員,0960-121394,2004-10-14
T457352782,pma,平家銘,F,21489 阿里山市關渡街2段3號2樓,yeguiying@gmail.com,1934-11-28,沙烏地阿拉伯,雷射操作技術員,07-5389675,2017-03-18
F572943847,chao49,陳雅筑,F,49851 新營成功巷525號之5,linyong@yahoo.com,1983-07-15,直布羅陀,文編／校對／文字工作者,0923-658918,1982-06-12
D800642756,kongtao,張飛,M,337 八德五福街958號之3,junqiao@gmail.com,1944-02-26,中非共和國,平面設計／美編人員,081 99478729,2009-08-15
J547371196,taopeng,張佳慧,M,543 光復縣忠義巷9號3樓,likang@gmail.com,1967-02-05,汶萊,法務助理,0960384158,2019-06-17
J617094528,xuena,王雅芳,M,479 楊梅忠義街93號1樓,donglei@yahoo.com,1920-12-13,斯洛伐克,呼吸治療師,06-3701832,1997-11-10
G730356365,huangjun,陳郁婷,F,273 卑南縣新莊路1號之9,tangtao@hotmail.com,1981-07-03,蒲隆地,光學工程師,0959-876533,1995-09-01
E160266810,xwan,趙雅婷,M,102 朴子中正路6號之5,wqiu@hotmail.com,1970-06-24,緬甸,食品研發人員,0985-917872,1997-06-17
Z711828787,ping14,陳俊賢,F,52393 蘆竹縣光明街8號之7,bxie@hotmail.com,1997-12-14,智利,診所助理,03-9775538,2003-07-10
D194495778,lichang,徐詩婷,F,71781 斗六福德路767號9樓,jungong@gmail.com,1983-04-09,葉門,生產技術／製程工程師,0918484519,1975-04-09
M851826101,yanfang,向淑惠,M,22955 台中縣民富街1段679號之0,xiuyinglu@yahoo.com,1933-08-16,匈牙利,景觀設計師,0988-746899,1994-07-11
N288959240,alai,龔懿,F,70775 汐止關渡路840號6樓,li67@gmail.com,2020-10-07,烏克蘭,設計助理,05-98473068,1988-08-31
Y335425217,xiuying45,譚志豪,F,93995 太保民有街118號之0,wshao@gmail.com,1924-12-18,巴林,視聽工程類人員,0917-851192,1987-01-07
W365754936,pjia,吳雅萍,M,78141 卑南市四維路648號之1,xiuying42@gmail.com,1999-04-29,幾內亞,旅遊休閒類主管,080 44933917,2002-01-10
M581967937,lye,李雅筑,F,738 豐原自強路504號6樓,tao42@hotmail.com,1945-12-23,克羅埃西亞,催收人員,025 11288016,1975-10-31
N613481864,xiaqin,曾淑娟,M,553 金門市新莊街1號之8,gangchen@yahoo.com,1975-11-13,加拿大,美容類助理,03-5236383,1979-04-13
D665981307,ping78,尹志豪,F,611 雲林光華路95號5樓,luoli@gmail.com,1970-06-30,阿爾及利亞,教授,08-34256801,1979-08-17
F983781814,guiyinghu,王淑華,F,66605 桃園中山路9號2樓,weiyang@hotmail.com,1968-12-16,聖多美及普林西比,砌磚工,(02) 50975644,1996-09-04
V346814196,lei60,熊馨儀,F,783 斗六昆陽街5段2號2樓,junmeng@hotmail.com,2011-10-01,尚比亞,MIS／網管主管,0948114927,1977-03-20
W279508279,zhanggang,黎宜庭,F,580 澎湖市象山路48號0樓,xiongxiulan@gmail.com,1950-08-25,薩爾瓦多,CNC機台操作人員,09-5509523,1981-07-30
L309391187,xiulanzhu,蓋怡如,F,96268 朴子市四維街6段3號0樓,dqiu@yahoo.com,1941-09-20,印度,總幹事,0927987068,1984-10-09
V937369158,guiyingmeng,康哲瑋,F,235 朴子市天母路1號之3,yan66@hotmail.com,1986-08-04,哥倫比亞,LCD設備工程師,0948234010,1981-05-07
V805437517,juanmo,徐威廷,F,794 白沙縣新北投巷424號之6,mingyin@hotmail.com,1999-10-28,敘利亞,排版人員,(06) 75308712,2015-02-19
N973766241,lei60,吳中山,M,63350 汐止東興巷240號1樓,yanglong@hotmail.com,1986-01-04,波蘭,韌體設計工程師,049 98072924,1988-07-07
R744286680,min05,陳雅文,F,304 高雄縣三民街698號之2,minbai@yahoo.com,2006-11-11,查德,人力／外勞仲介,(01) 47299707,2020-03-09
K369697128,wei11,何羽,M,13617 光復市民族路3段16號8樓,xiuying87@gmail.com,2018-01-03,亞美尼亞,吊車／起重機設備操作員,0912762798,1990-09-12
O529696195,qiang40,宋雅文,F,372 太平華興街36號之2,juan62@yahoo.com,2003-03-25,越南,生命禮儀師,0926-816427,1995-01-20
B476232970,leifang,王淑貞,M,547 汐止明德街76號之5,vfan@yahoo.com,1979-01-25,秘魯,國外業務人員,0989383538,1981-11-11
H688566045,gang05,賈淑芬,M,36870 北竿市南街83號之0,cliu@hotmail.com,1973-06-21,喀麥隆,精密儀器製造工,0990747502,1992-01-28
N925641780,wzhang,黃建宏,M,39328 竹北永安路5號2樓,kjiang@gmail.com,1943-10-18,德國,機械設計／繪圖人員,048 56379087,1970-12-09
S268268170,gaojuan,李淑華,M,855 南投民生街1號2樓,naxu@yahoo.com,1907-12-22,史瓦濟蘭,OP／旅行社人員,07 6684459,2009-12-17
C520421377,juanwan,李嘉玲,M,37608 板橋縣新店街9段9號之6,leiqiao@hotmail.com,1956-08-24,瑞典,客戶服務主管,02-90421813,2008-04-07
M094296308,taomin,王怡如,F,74832 基隆縣自強街2號0樓,bsun@hotmail.com,1929-05-10,不丹,志願役軍官／士官／士兵,01 3449362,2002-05-21
D051274742,gwen,王家豪,M,33434 桃園新北投路75號之5,izeng@yahoo.com,1948-03-23,約旦,物理研究員,03 5567566,1998-04-03
K946538214,guiying62,王雅慧,F,978 橫山市大橋頭路6號之0,fangxiulan@hotmail.com,1923-04-08,多明尼加,電腦系統分析師,02-1785816,1977-11-21
N741689978,haoming,黃淑慧,F,706 台東市復興街5號6樓,qiang11@hotmail.com,1956-06-27,烏克蘭,小客車司機,0993524962,2013-07-15
Z995485786,jxia,吳冠廷,F,552 新竹小碧潭街401號1樓,tao20@yahoo.com,1960-11-04,荷蘭,牙醫助理,09 5819264,2015-06-15
G420820013,akong,趙怡安,F,497 花蓮縣新埔路8號5樓,qinjie@hotmail.com,1926-11-02,貝南,測試人員,0977513539,1983-03-08
G764284704,iluo,馮佳玲,F,785 中和育英路9號之6,gangqin@yahoo.com,1994-04-04,波希尼亞及赫塞哥維那,精密拋光技術人員,0976847277,1983-04-07
K715246812,mxiao,侯宜君,F,145 太保縣自強巷86號之1,qiang86@yahoo.com,1922-04-02,葉門,混凝土工,07 3063547,1991-10-22
R467997352,taozhang,段淑貞,F,64607 板橋市萬隆巷89號0樓,oxue@gmail.com,1952-02-13,不丹,醫療器材研發工程師,0943-688943,1983-09-26
I128684377,jingqian,高宜庭,M,22948 三重市劍潭巷5號之1,gang13@gmail.com,1963-05-21,巴基斯坦,顧問人員,01 6699986,1995-01-09
I391958957,jingliang,羅佩珊,M,74932 斗六縣新埔路66號之8,li52@gmail.com,1910-01-29,敘利亞,銑床人員,05-7549116,2002-09-23
N978656583,jing04,董嘉玲,F,786 光復雙連街621號之9,wufang@hotmail.com,1991-12-12,越南,倉儲物流人員,00-15406879,2021-03-19
M288259288,pcao,朱怡伶,F,51955 關山市和街路2號之4,xiaoqiang@yahoo.com,1991-03-05,澳大利亞,總機人員,0923-178272,2001-04-12
E206190446,xia73,彭婷婷,M,25248 大里市迴龍街25號3樓,gangwei@gmail.com,1959-08-25,中非共和國,水保工程師,0950644808,2012-04-10
R297645461,minyin,羅信宏,M,60776 汐止中興路81號5樓,pingmo@yahoo.com,1926-10-24,以色列,藝術品／珠寶鑑價／拍賣顧問,03-43299900,1976-09-27
Y664573232,xiayin,劉靜宜,F,92445 大里三民巷5號之4,uyuan@gmail.com,1968-08-17,百慕達,稅務人員,058 17444240,1991-11-07
Z416447785,fengjun,鄒淑華,M,828 宜蘭縣三民路249號之4,vkong@gmail.com,1998-05-21,卡達,補習班老師,02-6670088,1985-11-28
Q597616079,wzhong,李淑芬,F,826 高雄市蘆洲街3段7號2樓,pingfan@hotmail.com,1929-02-11,印尼,CNC電腦程式編排人員,058 46186451,2005-03-19
C873481192,yinxiuying,秦淑慧,F,998 牡丹民族街43號之6,caixiulan@hotmail.com,1995-11-10,茅利塔尼亞,催收人員,0955-153067,1980-03-13
R515494263,efan,和怡伶,M,152 北港縣雙連路18號之7,liujie@yahoo.com,2000-01-21,紐西蘭,統計學研究員,(02) 15760004,1984-01-27
J890573658,wkong,李佩珊,M,933 樹林大橋頭街3號之7,fuping@gmail.com,1953-09-12,烏克蘭,主管特別助理,085 43390798,2013-03-31
Y707172736,yongjin,張欣怡,F,967 宜蘭四維街649號之8,panyan@gmail.com,2016-02-24,西班牙,法務／智財主管,0964426341,2014-11-20
E927266441,yanyang,何淑華,F,905 蘆竹正義路3號之9,qinqiang@yahoo.com,1929-02-23,墨西哥,金融營業員,05-1978213,1975-08-24
B144872396,guiying60,杜佳樺,M,16593 朴子市自立路339號9樓,ming41@hotmail.com,1927-07-07,斯洛維尼亞,大樓管理員,08-4073053,1975-08-09
R725514597,jren,譚惠如,M,334 中和縣興巷430號5樓,zhouli@hotmail.com,1972-06-03,馬利,電台工作人員,02 8561461,1979-09-24
O163001588,ping98,潘雅筑,F,81847 彰化廣慈街1號之4,yonghe@gmail.com,1914-09-06,敘利亞,社工人員,0912606983,2008-03-10
J717070744,jing67,魏哲瑋,M,42041 基隆新興巷301號4樓,qkang@hotmail.com,1928-07-17,巴拉圭,星象占卜人員,01-6578611,1975-07-24
E919619445,jdai,李心怡,M,591 阿里山文化路8號2樓,fangye@yahoo.com,1948-12-30,聖文森及格瑞那丁,硬體工程研發主管,0917-125755,2007-04-10
Y022106854,xfan,蔡嘉玲,F,85393 臺中縣建國路2號之0,liaomin@gmail.com,2011-07-26,比利時,商標／專利人員,03-5932708,2011-10-03
C969909277,gang99,周郁雯,M,427 褒忠市永寧路21號之5,xia17@gmail.com,1981-12-03,聖文森及格瑞那丁,計程車司機,(04) 86676135,1980-04-15
E433889183,yongsu,韓詩涵,F,45527 光復蘆洲路264號之4,nlong@hotmail.com,2006-11-03,尚比亞,補習班老師,06-2888552,1977-09-07
T283338620,bwen,梁佳玲,M,430 三重市德路80號之6,xiuying73@gmail.com,1958-11-27,法屬玻里尼西亞,工程配管繪圖,08 9648334,2014-02-23
D612186649,mingfang,程馨儀,F,67166 八德縣中和巷74號3樓,jiexu@yahoo.com,2010-10-28,匈牙利,金融研究員,(04) 22544668,1989-11-30
N450702110,qiuwei,杜淑貞,F,49721 竹田育英巷332號4樓,guwei@yahoo.com,1942-06-22,海地,粉末冶金模具技術人員,09-49067896,1997-11-27
L305690110,guiying52,馬建宏,M,511 豐原文化路873號1樓,jingdong@gmail.com,1940-09-06,敘利亞,砌磚工,04-28491263,2000-01-20
E362685267,duanjie,趙承翰,M,226 台北平和街3號之4,yang86@gmail.com,1940-07-10,阿曼,飯店工作人員,052 17585037,2014-10-15
Y002028751,yongbai,陳思穎,M,150 新營東湖街7號之2,pqiu@yahoo.com,1982-03-04,貝南,採購主管,0996-089785,2008-09-21
S941128005,cuiming,傅佳蓉,M,138 南投市新興街1號6樓,xiazhang@hotmail.com,2012-07-11,保加利亞,林木伐運工作者,0976-575950,2015-10-22
W498596505,xfeng,秦志豪,F,608 關山縣大同路2號之9,fcui@hotmail.com,1912-08-20,印尼,日式廚師,04-5256718,1992-06-23
M202709384,renping,蔔宗翰,M,82005 台南市中正街2號5樓,juan38@yahoo.com,1944-06-11,奧地利,櫃檯接待人員,023 13094537,1973-11-21
T288687480,ncao,何家銘,F,766 白沙市民權路9號6樓,ozou@gmail.com,1955-11-12,亞塞拜然,查帳／審計人員,07-4985735,1986-12-20
W414092444,mcai,虞雅慧,F,278 光復南街17號之1,juan72@gmail.com,1937-03-26,哥倫比亞,電機設備裝配員,0944-050206,1992-03-06
B796035985,min93,王淑慧,F,724 汐止紅樹林街90號之8,rkang@yahoo.com,1935-08-30,貝南,核保／保險內勤人員,060 46030554,2000-06-21
U423129692,minghan,鞏詩涵,M,60429 豐原德街32號之4,ncao@gmail.com,1977-04-17,尚比亞,社會／人類學研究人員,07-10415836,2012-08-27
C479423392,fanghuang,陳心怡,M,69813 褒忠市四維巷5號3樓,qianxiulan@gmail.com,1994-08-30,南非,業務支援工程師,00-3018861,1990-02-17
Q206637042,jun27,焦承翰,M,649 北斗市莒光路6段419號之0,dfu@gmail.com,1961-08-03,西班牙,安心服務員,0959-911586,1971-05-15
Y797177965,fang85,劉庭瑋,M,65600 高雄仁愛街4段211號4樓,ayang@hotmail.com,1942-08-07,俄羅斯,導播,08 1291095,1987-06-30
Q104481249,chengmin,張傑克,F,34060 白沙自立街3號6樓,nacheng@yahoo.com,1940-01-04,海地,醫事放射師,03 2044701,2018-05-09
R478382814,qzhou,吳宜君,M,573 太平市新莊街4段49號8樓,caojie@gmail.com,1959-01-21,俄羅斯,物理研究員,00 7652382,2017-01-02
O626987132,yeqiang,包淑娟,F,36533 蘆竹縣大橋頭路6號0樓,litang@yahoo.com,1966-10-10,瑞士,塗裝技術人員,0958-432036,1990-09-14
Q062478678,songwei,汪雅玲,M,682 宜蘭市西門巷34號0樓,ldong@hotmail.com,1935-02-20,尼日,券商後線人員,0931020587,1977-01-28
K920724555,qianglu,簡家瑜,M,674 桃園市勝利路3號0樓,xiangli@hotmail.com,2010-08-02,喀麥隆,混凝土工,05 3710488,1979-07-04
M359809953,awei,汪俊宏,F,91803 宜蘭光復路5段4號6樓,leiliao@gmail.com,1918-07-13,俄羅斯,財務或會計主管,08-8694453,1990-09-06
I938181760,helei,張志豪,M,34301 基隆縣大同街667號之9,juanjiang@yahoo.com,1971-09-02,葉門,電話行銷人員,(02) 31523746,2016-06-05
U943679576,yye,邵冠宇,M,85615 牡丹市成功街9段23號之6,kongjun@hotmail.com,1999-07-29,象牙海岸,船長／大副／船員,06 8477433,1976-11-17
K812028201,fangmin,鐘怡伶,M,102 竹田永和巷71號8樓,eyu@yahoo.com,2013-11-11,巴拿馬,資訊設備管制人員,0948739291,2012-03-03
M327854050,yanshi,王雅惠,M,309 永康大安路607號之8,syin@gmail.com,2011-06-20,剛果,通訊軟體工程師,07 8600063,1971-10-21
V936459094,fanxiulan,梁佳穎,F,859 八德學府巷537號6樓,wei47@gmail.com,1945-01-29,亞美尼亞,地質與地球科學研究員,01-31096233,1993-09-14
W480963528,dwu,楊靜怡,M,59501 褒忠石牌巷888號之2,shaotao@yahoo.com,1986-07-30,印尼,電腦系統分析師,(05) 79640105,2011-07-07
A916281401,tanjun,彭雅涵,M,48075 北港文昌街76號2樓,vtan@yahoo.com,1926-09-11,巴布亞紐幾內亞,主管特別助理,07 9497684,1982-10-18
Z130695810,li26,劉依婷,M,478 新竹古亭路5段876號之5,maofang@hotmail.com,1967-05-18,喀麥隆,專案業務主管,(00) 40319292,1985-02-22
D141739383,xiulan55,李雅惠,F,655 新竹市國凱八德路541號之8,guiying22@gmail.com,1970-09-03,新喀里多尼亞,業務支援工程師,07 3983425,1976-06-22
P261301086,tdong,龐雅芳,F,78624 頭份勝利路7段52號之2,gangdong@yahoo.com,1959-09-10,貝里斯,理賠人員,069 26133113,2004-09-14
Z188822605,junwu,賈家瑋,M,351 板橋新興街54號之4,pmeng@gmail.com,1984-03-11,波蘭,商業設計,0919-660143,2017-06-15
B511896908,cuijuan,伊家銘,F,84813 古坑縣永寧路583號8樓,ycui@gmail.com,1913-02-28,西班牙,家事服務人員,051 35039917,1976-04-02
W885747100,lidong,聶俊宏,F,69056 竹田縣正義街817號7樓,jing51@hotmail.com,1920-04-14,烏克蘭,美甲彩繪師,09-2686971,2005-04-01
D980746750,mjia,魯婉婷,F,25591 梅山古亭街12號5樓,pingdai@yahoo.com,2015-04-28,義大利,水保技師,(06) 35604195,1979-12-18
M212793446,xcheng,何欣怡,M,28599 八德中和路3號之1,dmao@hotmail.com,1997-12-05,加彭,工業工程師／生產線規劃,0917-806044,1978-01-04
R124354584,minzhu,蔡雅雯,M,933 蘆竹學府路76號之5,pmo@gmail.com,1996-04-10,韓國,電子商務技術主管,00 5817359,1988-07-04
N970339415,chenggang,周志偉,M,244 朴子市廣慈路8號0樓,guiying27@yahoo.com,1953-08-31,沙烏地阿拉伯,小客車司機,08-8182330,2013-01-10
H874321789,pyin,向建宏,F,964 中和中華路150號5樓,fuxiuying@hotmail.com,1956-06-26,阿爾及利亞,牙醫助理,07-9442172,2019-03-03
J494550585,tianyang,李宇軒,M,877 蘆竹民族路93號5樓,zfan@yahoo.com,1935-03-06,墨西哥,硬體工程研發主管,06-11726993,1988-07-06
R496299554,ping49,馬郁雯,F,87906 桃園忠義路60號之3,yong81@yahoo.com,1995-06-20,阿根廷,藝術指導／總監,(04) 68016699,1981-09-14
